Contig	Position	Length	Snps_females	Snps_males	Fst	Abs_depth_females	Abs_depth_males	Rel_depth_females	Rel_depth_males
NC_025977.4_RaGOO	7300000	45317211	0	0	0.0000	41	40	1.08	1.11
NC_025977.4_RaGOO	7325000	45317211	0	1	0.0000	40	40	1.05	1.10
NC_025977.4_RaGOO	7350000	45317211	2	1	0.0000	40	36	1.05	1.00
NC_025977.4_RaGOO	7375000	45317211	0	0	0.0000	37	34	0.97	0.94
NC_025977.4_RaGOO	7400000	45317211	0	0	0.0000	38	36	1.01	1.00
NC_025977.4_RaGOO	7425000	45317211	2	0	0.0000	42	41	1.12	1.12
NC_025977.4_RaGOO	7450000	45317211	1	0	0.0000	39	38	1.03	1.03
NC_025977.4_RaGOO	7475000	45317211	0	3	0.0000	38	36	1.01	0.97
NC_025977.4_RaGOO	7500000	45317211	2	1	0.0050	40	36	1.05	0.98
NC_025977.4_RaGOO	7525000	45317211	1	1	0.0000	40	37	1.06	1.01
NC_025977.4_RaGOO	7550000	45317211	0	0	0.0000	38	37	0.99	1.01
NC_025977.4_RaGOO	7575000	45317211	4	6	0.0157	31	29	0.82	0.80
NC_025977.4_RaGOO	7600000	45317211	4	3	0.0120	35	35	0.93	0.95
NC_025977.4_RaGOO	7625000	45317211	0	0	0.0000	34	32	0.88	0.87
NC_025977.4_RaGOO	7650000	45317211	0	0	0.0000	38	39	1.00	1.06
NC_025977.4_RaGOO	7675000	45317211	0	0	0.0000	39	38	1.03	1.04
NC_025977.4_RaGOO	7700000	45317211	0	0	0.0000	39	37	1.02	1.03
NC_025977.4_RaGOO	7725000	45317211	0	3	0.0152	36	33	0.95	0.90
NC_025977.4_RaGOO	7750000	45317211	0	4	0.0000	37	34	0.97	0.92
NC_025977.4_RaGOO	7775000	45317211	0	0	0.0000	39	38	1.02	1.04
NC_025977.4_RaGOO	7800000	45317211	0	1	0.0000	37	36	0.97	0.98
NC_025977.4_RaGOO	7825000	45317211	0	0	0.0000	35	34	0.93	0.93
NC_025977.4_RaGOO	7850000	45317211	1	2	0.0000	34	32	0.89	0.88
NC_025977.4_RaGOO	7875000	45317211	0	3	0.0000	38	37	1.00	1.02
NC_025977.4_RaGOO	7900000	45317211	0	1	0.0022	33	30	0.88	0.83
NC_025977.4_RaGOO	7925000	45317211	0	1	0.0054	38	38	1.01	1.04
NC_025977.4_RaGOO	7950000	45317211	0	0	0.0000	39	39	1.02	1.06
NC_025977.4_RaGOO	7975000	45317211	0	0	0.0000	41	39	1.07	1.07
NC_025977.4_RaGOO	8000000	45317211	0	1	0.0000	41	39	1.09	1.08
NC_025977.4_RaGOO	8025000	45317211	0	2	0.0000	35	33	0.92	0.89
NC_025977.4_RaGOO	8050000	45317211	0	0	0.0000	40	38	1.06	1.04
NC_025977.4_RaGOO	8075000	45317211	0	0	0.0000	38	37	1.01	1.02
NC_025977.4_RaGOO	8100000	45317211	2	0	0.0000	40	38	1.04	1.03
NC_025977.4_RaGOO	8125000	45317211	0	0	0.0000	39	38	1.02	1.04
NC_025977.4_RaGOO	8150000	45317211	0	1	0.0023	41	39	1.09	1.07
NC_025977.4_RaGOO	8175000	45317211	0	0	0.0022	41	39	1.07	1.08
NC_025977.4_RaGOO	8200000	45317211	0	0	0.0014	40	39	1.04	1.06
NC_025977.4_RaGOO	8225000	45317211	0	1	0.0000	35	33	0.93	0.91
NC_025977.4_RaGOO	8250000	45317211	0	0	0.0000	42	39	1.10	1.06
NC_025977.4_RaGOO	8275000	45317211	0	0	0.0000	41	39	1.07	1.08
NC_025977.4_RaGOO	8300000	45317211	1	0	0.0000	41	40	1.08	1.10
NC_025977.4_RaGOO	8325000	45317211	0	0	0.0000	44	43	1.16	1.18
NC_025977.4_RaGOO	8350000	45317211	0	0	0.0000	35	34	0.92	0.92
NC_025977.4_RaGOO	8375000	45317211	0	1	0.0000	39	37	1.02	1.01
NC_025977.4_RaGOO	8400000	45317211	0	0	0.0000	39	37	1.03	1.03
NC_025977.4_RaGOO	8425000	45317211	0	0	0.0000	43	40	1.13	1.11
NC_025977.4_RaGOO	8450000	45317211	3	0	0.0000	36	36	0.95	0.97
NC_025977.4_RaGOO	8475000	45317211	0	0	0.0000	36	34	0.94	0.93
NC_025977.4_RaGOO	8500000	45317211	0	0	0.0000	39	35	1.02	0.97
NC_025977.4_RaGOO	8525000	45317211	0	0	0.0000	38	37	1.01	1.01
NC_025977.4_RaGOO	8550000	45317211	0	0	0.0013	39	38	1.03	1.04
NC_025977.4_RaGOO	8575000	45317211	1	0	0.0000	40	39	1.05	1.06
NC_025977.4_RaGOO	8600000	45317211	3	0	0.0000	41	38	1.07	1.04
NC_025977.4_RaGOO	8625000	45317211	0	2	0.0000	39	37	1.04	1.01
NC_025977.4_RaGOO	8650000	45317211	0	0	0.0000	38	37	1.01	1.00
NC_025977.4_RaGOO	8675000	45317211	0	1	0.0000	38	35	0.99	0.97
NC_025977.4_RaGOO	8700000	45317211	0	0	0.0000	39	36	1.02	0.99
NC_025977.4_RaGOO	8725000	45317211	0	0	0.0000	41	41	1.08	1.13
NC_025977.4_RaGOO	8750000	45317211	0	0	0.0000	71	63	1.86	1.73
NC_025977.4_RaGOO	8775000	45317211	0	0	0.0000	36	32	0.94	0.87
NC_025977.4_RaGOO	8800000	45317211	0	0	0.0000	40	36	1.04	0.99
NC_025977.4_RaGOO	8825000	45317211	0	0	0.0000	40	39	1.04	1.08
NC_025977.4_RaGOO	8850000	45317211	0	0	0.0000	41	38	1.07	1.05
NC_025977.4_RaGOO	8875000	45317211	0	2	0.0000	36	32	0.94	0.88
NC_025977.4_RaGOO	8900000	45317211	1	0	0.0000	40	38	1.04	1.04
NC_025977.4_RaGOO	8925000	45317211	0	1	0.0000	44	42	1.16	1.15
NC_025977.4_RaGOO	8950000	45317211	0	0	0.0000	43	40	1.13	1.10
NC_025977.4_RaGOO	8975000	45317211	0	0	0.0000	39	35	1.02	0.96
NC_025977.4_RaGOO	9000000	45317211	0	0	0.0000	36	35	0.96	0.96
NC_025977.4_RaGOO	9025000	45317211	4	1	0.0052	34	33	0.90	0.92
NC_025977.4_RaGOO	9050000	45317211	0	0	0.0000	42	39	1.10	1.08
NC_025977.4_RaGOO	9075000	45317211	1	5	0.0000	40	40	1.06	1.10
NC_025977.4_RaGOO	9100000	45317211	0	1	0.0000	43	42	1.14	1.15
NC_025977.4_RaGOO	9125000	45317211	0	0	0.0000	40	38	1.06	1.05
NC_025977.4_RaGOO	9150000	45317211	0	0	0.0000	40	39	1.04	1.07
NC_025977.4_RaGOO	9175000	45317211	0	3	0.0000	38	37	1.00	1.01
NC_025977.4_RaGOO	9200000	45317211	0	0	0.0000	39	39	1.03	1.06
NC_025977.4_RaGOO	9225000	45317211	1	0	0.0019	41	41	1.08	1.11
NC_025977.4_RaGOO	9250000	45317211	0	0	0.0000	41	40	1.07	1.09
NC_025977.4_RaGOO	9275000	45317211	0	0	0.0000	35	34	0.93	0.94
NC_025977.4_RaGOO	9300000	45317211	0	1	0.0000	35	34	0.93	0.93
NC_025977.4_RaGOO	9325000	45317211	1	0	0.0000	38	37	1.00	1.01
NC_025977.4_RaGOO	9350000	45317211	0	0	0.0000	38	38	1.01	1.03
NC_025977.4_RaGOO	9375000	45317211	7	0	0.0000	35	33	0.91	0.91
NC_025977.4_RaGOO	9400000	45317211	0	4	0.0000	39	40	1.03	1.08
NC_025977.4_RaGOO	9425000	45317211	0	0	0.0000	41	40	1.09	1.09
NC_025977.4_RaGOO	9450000	45317211	0	0	0.0000	36	36	0.94	0.98
NC_025977.4_RaGOO	9475000	45317211	0	0	0.0000	39	37	1.03	1.01
NC_025977.4_RaGOO	9500000	45317211	1	0	0.0000	38	38	1.01	1.03
NC_025977.4_RaGOO	9525000	45317211	7	0	0.0097	40	40	1.05	1.09
NC_025977.4_RaGOO	9550000	45317211	3	0	0.0000	42	40	1.11	1.10
NC_025977.4_RaGOO	9575000	45317211	0	0	0.0000	38	37	0.99	1.02
NC_025977.4_RaGOO	9600000	45317211	1	0	0.0000	36	37	0.96	1.02
NC_025977.4_RaGOO	9625000	45317211	0	1	0.0000	37	35	0.97	0.96
NC_025977.4_RaGOO	9650000	45317211	0	0	0.0000	37	35	0.97	0.95
NC_025977.4_RaGOO	9675000	45317211	0	0	0.0000	39	38	1.01	1.05
NC_025977.4_RaGOO	9700000	45317211	0	0	0.0000	39	39	1.02	1.06
NC_025977.4_RaGOO	9725000	45317211	0	0	0.0000	40	38	1.06	1.03
NC_025977.4_RaGOO	9750000	45317211	0	0	0.0000	36	33	0.94	0.92
NC_025977.4_RaGOO	9775000	45317211	0	1	0.0000	48	44	1.25	1.21
NC_025977.4_RaGOO	9800000	45317211	0	1	0.0000	77	73	2.03	1.99
NC_025977.4_RaGOO	9825000	45317211	0	0	0.0000	40	39	1.06	1.08
NC_025977.4_RaGOO	9850000	45317211	0	0	0.0000	40	38	1.06	1.04
NC_025977.4_RaGOO	9875000	45317211	0	1	0.0000	44	44	1.17	1.19
NC_025977.4_RaGOO	9900000	45317211	0	0	0.0000	41	41	1.08	1.11
NC_025977.4_RaGOO	9925000	45317211	0	2	0.0442	40	40	1.04	1.09
NC_025977.4_RaGOO	9950000	45317211	2	7	0.0351	40	36	1.05	1.00
NC_025977.4_RaGOO	9975000	45317211	0	0	0.0000	38	36	1.00	0.98
NC_025977.4_RaGOO	10000000	45317211	0	0	0.0000	37	33	0.97	0.91
NC_025977.4_RaGOO	10025000	45317211	0	0	0.0000	38	38	1.01	1.04
NC_025977.4_RaGOO	10050000	45317211	0	0	0.0000	37	36	0.96	0.98
NC_025977.4_RaGOO	10075000	45317211	0	0	0.0000	34	34	0.90	0.94
NC_025977.4_RaGOO	10100000	45317211	1	1	0.0000	36	34	0.94	0.94
NC_025977.4_RaGOO	10125000	45317211	0	0	0.0000	38	35	0.99	0.95
NC_025977.4_RaGOO	10150000	45317211	0	2	0.0000	34	32	0.90	0.87
NC_025977.4_RaGOO	10175000	45317211	0	1	0.0000	42	41	1.10	1.11
NC_025977.4_RaGOO	10200000	45317211	0	0	0.0044	42	40	1.10	1.10
NC_025977.4_RaGOO	10225000	45317211	0	0	0.0000	38	37	1.00	1.02
NC_025977.4_RaGOO	10250000	45317211	0	1	0.0000	37	36	0.97	1.00
NC_025977.4_RaGOO	10275000	45317211	0	0	0.0000	37	34	0.98	0.94
NC_025977.4_RaGOO	10300000	45317211	0	0	0.0000	39	37	1.02	1.01
NC_025977.4_RaGOO	10325000	45317211	0	0	0.0000	41	39	1.08	1.08
NC_025977.4_RaGOO	10350000	45317211	1	0	0.0000	39	37	1.03	1.01
NC_025977.4_RaGOO	10375000	45317211	2	0	0.0000	40	39	1.05	1.08
NC_025977.4_RaGOO	10400000	45317211	1	0	0.0000	39	39	1.04	1.06
NC_025977.4_RaGOO	10425000	45317211	0	1	0.0000	38	36	1.00	0.98
NC_025977.4_RaGOO	10450000	45317211	1	0	0.0000	39	38	1.03	1.04
NC_025977.4_RaGOO	10475000	45317211	0	0	0.0000	39	37	1.02	1.01
NC_025977.4_RaGOO	10500000	45317211	0	0	0.0000	40	39	1.04	1.08
NC_025977.4_RaGOO	10525000	45317211	0	1	0.0000	38	36	1.01	0.99
NC_025977.4_RaGOO	10550000	45317211	0	0	0.0000	37	35	0.97	0.97
NC_025977.4_RaGOO	10575000	45317211	2	0	0.0000	37	35	0.97	0.96
NC_025977.4_RaGOO	10600000	45317211	0	2	0.0000	40	39	1.05	1.06
NC_025977.4_RaGOO	10625000	45317211	0	0	0.0000	36	35	0.95	0.95
NC_025977.4_RaGOO	10650000	45317211	0	1	0.0101	42	40	1.10	1.10
NC_025977.4_RaGOO	10675000	45317211	0	0	0.0000	41	39	1.09	1.07
NC_025977.4_RaGOO	10700000	45317211	0	0	0.0000	37	36	0.98	0.98
NC_025977.4_RaGOO	10725000	45317211	0	0	0.0000	34	31	0.89	0.86
NC_025977.4_RaGOO	10750000	45317211	0	0	0.0000	36	34	0.95	0.92
NC_025977.4_RaGOO	10775000	45317211	0	0	0.0000	37	34	0.97	0.94
NC_025977.4_RaGOO	10800000	45317211	0	0	0.0000	39	36	1.02	0.98
NC_025977.4_RaGOO	10825000	45317211	0	0	0.0000	41	39	1.08	1.06
NC_025977.4_RaGOO	10850000	45317211	0	0	0.0000	40	37	1.06	1.03
NC_025977.4_RaGOO	10875000	45317211	2	0	0.0000	38	37	1.01	1.02
NC_025977.4_RaGOO	10900000	45317211	0	0	0.0000	39	37	1.02	1.00
NC_025977.4_RaGOO	10925000	45317211	0	0	0.0000	38	37	1.01	1.02
NC_025977.4_RaGOO	10950000	45317211	0	0	0.0000	36	33	0.95	0.91
NC_025977.4_RaGOO	10975000	45317211	1	1	0.0000	34	32	0.89	0.88
NC_025977.4_RaGOO	11000000	45317211	0	0	0.0000	36	35	0.95	0.95
NC_025977.4_RaGOO	11025000	45317211	3	0	0.0000	36	34	0.95	0.92
NC_025977.4_RaGOO	11050000	45317211	0	0	0.0000	42	41	1.11	1.12
NC_025977.4_RaGOO	11075000	45317211	0	0	0.0000	36	34	0.94	0.93
NC_025977.4_RaGOO	11100000	45317211	0	1	0.0000	38	38	1.00	1.04
NC_025977.4_RaGOO	11125000	45317211	0	1	0.0000	55	51	1.45	1.41
NC_025977.4_RaGOO	11150000	45317211	0	0	0.0000	39	37	1.03	1.01
NC_025977.4_RaGOO	11175000	45317211	0	0	0.0000	41	39	1.07	1.08
NC_025977.4_RaGOO	11200000	45317211	0	1	0.0000	42	42	1.11	1.14
NC_025977.4_RaGOO	11225000	45317211	0	1	0.0000	39	38	1.03	1.05
NC_025977.4_RaGOO	11250000	45317211	0	0	0.0000	37	36	0.96	0.98
NC_025977.4_RaGOO	11275000	45317211	7	0	0.0000	33	30	0.88	0.81
NC_025977.4_RaGOO	11300000	45317211	1	0	0.0000	39	37	1.03	1.02
NC_025977.4_RaGOO	11325000	45317211	1	0	0.0000	40	38	1.04	1.04
NC_025977.4_RaGOO	11350000	45317211	0	0	0.0000	39	36	1.02	0.99
NC_025977.4_RaGOO	11375000	45317211	2	0	0.0000	35	34	0.92	0.93
NC_025977.4_RaGOO	11400000	45317211	0	0	0.0000	37	36	0.98	0.99
NC_025977.4_RaGOO	11425000	45317211	0	0	0.0000	42	38	1.11	1.03
NC_025977.4_RaGOO	11450000	45317211	0	0	0.0000	40	38	1.05	1.03
NC_025977.4_RaGOO	11475000	45317211	0	0	0.0000	41	41	1.09	1.14
NC_025977.4_RaGOO	11500000	45317211	0	0	0.0000	44	43	1.15	1.17
NC_025977.4_RaGOO	11525000	45317211	0	3	0.0000	31	29	0.80	0.79
NC_025977.4_RaGOO	11550000	45317211	0	0	0.0000	37	34	0.98	0.94
NC_025977.4_RaGOO	11575000	45317211	0	0	0.0000	37	36	0.97	0.98
NC_025977.4_RaGOO	11600000	45317211	0	0	0.0000	40	40	1.04	1.09
NC_025977.4_RaGOO	11625000	45317211	0	0	0.0001	40	39	1.06	1.07
NC_025977.4_RaGOO	11650000	45317211	1	0	0.0000	39	39	1.03	1.07
NC_025977.4_RaGOO	11675000	45317211	0	0	0.0000	42	39	1.11	1.08
NC_025977.4_RaGOO	11700000	45317211	0	0	0.0000	39	37	1.04	1.02
NC_025977.4_RaGOO	11725000	45317211	0	0	0.0000	39	39	1.03	1.06
NC_025977.4_RaGOO	11750000	45317211	0	0	0.0000	39	37	1.02	1.00
NC_025977.4_RaGOO	11775000	45317211	0	0	0.0000	39	37	1.04	1.01
NC_025977.4_RaGOO	11800000	45317211	0	1	0.0000	39	36	1.04	0.99
NC_025977.4_RaGOO	11825000	45317211	0	0	0.0000	39	37	1.03	1.01
NC_025977.4_RaGOO	11850000	45317211	0	1	0.0000	35	33	0.92	0.91
NC_025977.4_RaGOO	11875000	45317211	0	0	0.0000	32	31	0.85	0.86
NC_025977.4_RaGOO	11900000	45317211	0	0	0.0000	38	34	1.00	0.92
NC_025977.4_RaGOO	11925000	45317211	1	2	0.0000	26	25	0.69	0.69
NC_025977.4_RaGOO	11950000	45317211	1	0	0.0000	34	31	0.89	0.85
NC_025977.4_RaGOO	11975000	45317211	0	0	0.0000	31	31	0.83	0.84
NC_025977.4_RaGOO	12000000	45317211	0	1	0.0000	37	34	0.97	0.93
NC_025977.4_RaGOO	12025000	45317211	5	1	0.0000	35	34	0.93	0.93
NC_025977.4_RaGOO	12050000	45317211	16	6	0.0000	33	31	0.87	0.86
NC_025977.4_RaGOO	12075000	45317211	0	1	0.0000	35	34	0.93	0.93
NC_025977.4_RaGOO	12100000	45317211	0	1	0.0000	34	32	0.89	0.87
NC_025977.4_RaGOO	12125000	45317211	0	0	0.0000	28	27	0.75	0.75
NC_025977.4_RaGOO	12150000	45317211	0	0	0.0000	32	32	0.84	0.87
NC_025977.4_RaGOO	12175000	45317211	0	2	0.0005	34	32	0.91	0.88
NC_025977.4_RaGOO	12200000	45317211	0	0	0.0000	33	30	0.87	0.82
NC_025977.4_RaGOO	12225000	45317211	2	2	0.0000	33	31	0.87	0.85
NC_025977.4_RaGOO	12250000	45317211	0	0	0.0000	34	31	0.90	0.86
NC_025977.4_RaGOO	12275000	45317211	0	0	0.0000	37	37	0.99	1.01
NC_025977.4_RaGOO	12300000	45317211	0	0	0.0000	39	37	1.04	1.02
NC_025977.4_RaGOO	12325000	45317211	0	0	0.0000	35	35	0.93	0.95
NC_025977.4_RaGOO	12350000	45317211	1	1	0.0000	32	29	0.85	0.79
NC_025977.4_RaGOO	12375000	45317211	0	0	0.0000	41	40	1.08	1.09
NC_025977.4_RaGOO	12400000	45317211	0	0	0.0000	34	33	0.90	0.91
NC_025977.4_RaGOO	12425000	45317211	0	0	0.0000	40	36	1.05	0.99
NC_025977.4_RaGOO	12450000	45317211	0	0	0.0000	38	36	0.99	0.97
NC_025977.4_RaGOO	12475000	45317211	0	0	0.0000	41	38	1.07	1.03
NC_025977.4_RaGOO	12500000	45317211	0	0	0.0000	40	38	1.05	1.05
NC_025977.4_RaGOO	12525000	45317211	0	0	0.0000	36	36	0.94	0.97
NC_025977.4_RaGOO	12550000	45317211	1	0	0.0000	36	35	0.95	0.95
NC_025977.4_RaGOO	12575000	45317211	2	0	0.0000	35	32	0.93	0.88
NC_025977.4_RaGOO	12600000	45317211	0	1	0.0000	38	35	0.99	0.96
NC_025977.4_RaGOO	12625000	45317211	0	1	0.0000	39	36	1.02	0.99
NC_025977.4_RaGOO	12650000	45317211	0	0	0.0000	38	35	1.00	0.97
NC_025977.4_RaGOO	12675000	45317211	0	0	0.0000	34	32	0.88	0.88
NC_025977.4_RaGOO	12700000	45317211	0	0	0.0000	34	32	0.89	0.89
NC_025977.4_RaGOO	12725000	45317211	0	0	0.0000	38	36	1.00	0.98
NC_025977.4_RaGOO	12750000	45317211	0	0	0.0000	38	36	0.99	0.99
NC_025977.4_RaGOO	12775000	45317211	0	0	0.0000	37	35	0.98	0.97
NC_025977.4_RaGOO	12800000	45317211	0	0	0.0000	38	36	1.01	0.98
NC_025977.4_RaGOO	12825000	45317211	0	0	0.0000	42	40	1.10	1.09
NC_025977.4_RaGOO	12850000	45317211	0	0	0.0000	38	37	1.01	1.00
NC_025977.4_RaGOO	12875000	45317211	0	0	0.0000	35	33	0.92	0.89
NC_025977.4_RaGOO	12900000	45317211	0	0	0.0000	38	36	1.01	0.99
NC_025977.4_RaGOO	12925000	45317211	0	0	0.0000	37	35	0.97	0.95
NC_025977.4_RaGOO	12950000	45317211	0	0	0.0000	37	37	0.97	1.01
NC_025977.4_RaGOO	12975000	45317211	0	0	0.0000	41	40	1.08	1.09
NC_025977.4_RaGOO	13000000	45317211	0	0	0.0000	37	34	0.96	0.92
NC_025977.4_RaGOO	13025000	45317211	0	0	0.0000	35	34	0.93	0.94
NC_025977.4_RaGOO	13050000	45317211	0	0	0.0000	39	38	1.04	1.03
NC_025977.4_RaGOO	13075000	45317211	0	1	0.0000	35	32	0.91	0.88
NC_025977.4_RaGOO	13100000	45317211	0	0	0.0000	36	35	0.96	0.97
NC_025977.4_RaGOO	13125000	45317211	0	0	0.0000	38	37	1.01	1.01
NC_025977.4_RaGOO	13150000	45317211	0	0	0.0000	41	39	1.08	1.06
NC_025977.4_RaGOO	13175000	45317211	0	0	0.0000	35	34	0.91	0.92
NC_025977.4_RaGOO	13200000	45317211	2	0	0.0000	39	37	1.02	1.02
NC_025977.4_RaGOO	13225000	45317211	0	0	0.0000	39	38	1.02	1.05
NC_025977.4_RaGOO	13250000	45317211	0	0	0.0000	38	38	1.01	1.04
NC_025977.4_RaGOO	13275000	45317211	0	1	0.0000	36	33	0.96	0.92
NC_025977.4_RaGOO	13300000	45317211	1	0	0.0000	36	35	0.96	0.96
NC_025977.4_RaGOO	13325000	45317211	0	1	0.0000	33	32	0.87	0.88
NC_025977.4_RaGOO	13350000	45317211	0	0	0.0000	37	33	0.96	0.90
NC_025977.4_RaGOO	13375000	45317211	0	0	0.0000	36	34	0.94	0.92
NC_025977.4_RaGOO	13400000	45317211	0	1	0.0000	35	33	0.93	0.91
NC_025977.4_RaGOO	13425000	45317211	0	0	0.0000	33	32	0.86	0.88
NC_025977.4_RaGOO	13450000	45317211	1	0	0.0012	40	39	1.06	1.08
NC_025977.4_RaGOO	13475000	45317211	0	0	0.0055	37	36	0.98	0.99
NC_025977.4_RaGOO	13500000	45317211	0	0	0.0000	39	37	1.04	1.02
NC_025977.4_RaGOO	13525000	45317211	0	0	0.0000	36	35	0.95	0.95
NC_025977.4_RaGOO	13550000	45317211	0	0	0.0000	37	37	0.96	1.01
NC_025977.4_RaGOO	13575000	45317211	0	0	0.0000	40	41	1.06	1.12
NC_025977.4_RaGOO	13600000	45317211	0	0	0.0000	36	34	0.93	0.93
NC_025977.4_RaGOO	13625000	45317211	0	0	0.0000	37	35	0.97	0.97
NC_025977.4_RaGOO	13650000	45317211	0	0	0.0000	40	37	1.05	1.01
NC_025977.4_RaGOO	13675000	45317211	0	0	0.0000	43	41	1.12	1.14
NC_025977.4_RaGOO	13700000	45317211	0	0	0.0000	43	43	1.13	1.17
NC_025977.4_RaGOO	13725000	45317211	0	0	0.0000	33	31	0.88	0.85
NC_025977.4_RaGOO	13750000	45317211	0	0	0.0000	41	40	1.08	1.08
NC_025977.4_RaGOO	13775000	45317211	0	0	0.0000	37	35	0.97	0.97
NC_025977.4_RaGOO	13800000	45317211	1	2	0.0000	40	40	1.06	1.10
NC_025977.4_RaGOO	13825000	45317211	3	0	0.0000	37	35	0.98	0.95
NC_025977.4_RaGOO	13850000	45317211	0	0	0.0015	38	36	0.99	1.00
NC_025977.4_RaGOO	13875000	45317211	3	0	0.0005	38	36	1.01	0.99
NC_025977.4_RaGOO	13900000	45317211	8	0	0.0111	32	31	0.84	0.84
NC_025977.4_RaGOO	13925000	45317211	0	0	0.0000	37	38	0.97	1.05
NC_025977.4_RaGOO	13950000	45317211	0	0	0.0000	37	34	0.97	0.94
NC_025977.4_RaGOO	13975000	45317211	0	0	0.0000	48	48	1.27	1.30
NC_025977.4_RaGOO	14000000	45317211	0	0	0.0000	38	38	1.01	1.04
NC_025977.4_RaGOO	14025000	45317211	0	0	0.0000	39	35	1.03	0.97
NC_025977.4_RaGOO	14050000	45317211	0	0	0.0000	37	36	0.97	0.99
NC_025977.4_RaGOO	14075000	45317211	0	0	0.0000	38	35	0.99	0.95
NC_025977.4_RaGOO	14100000	45317211	0	0	0.0000	37	36	0.99	0.99
NC_025977.4_RaGOO	14125000	45317211	0	0	0.0000	33	31	0.88	0.86
NC_025977.4_RaGOO	14150000	45317211	0	0	0.0000	37	36	0.99	0.98
NC_025977.4_RaGOO	14175000	45317211	0	0	0.0000	37	37	0.98	1.01
NC_025977.4_RaGOO	14200000	45317211	0	0	0.0000	38	36	0.99	0.98
NC_025977.4_RaGOO	14225000	45317211	0	0	0.0000	38	37	1.00	1.01
NC_025977.4_RaGOO	14250000	45317211	0	0	0.0000	44	42	1.15	1.16
NC_025977.4_RaGOO	14275000	45317211	12	0	0.0000	36	35	0.95	0.97
NC_025977.4_RaGOO	14300000	45317211	0	0	0.0000	41	38	1.08	1.04
NC_025977.4_RaGOO	14325000	45317211	0	0	0.0000	38	37	1.00	1.01
NC_025977.4_RaGOO	14350000	45317211	1	0	0.0000	35	34	0.92	0.92
NC_025977.4_RaGOO	14375000	45317211	0	0	0.0000	37	36	0.96	0.98
NC_025977.4_RaGOO	14400000	45317211	0	0	0.0000	40	39	1.04	1.07
NC_025977.4_RaGOO	14425000	45317211	0	0	0.0000	38	35	1.01	0.95
NC_025977.4_RaGOO	14450000	45317211	0	0	0.0000	39	37	1.03	1.02
NC_025977.4_RaGOO	14475000	45317211	3	0	0.0157	35	35	0.93	0.96
NC_025977.4_RaGOO	14500000	45317211	0	0	0.0000	41	38	1.08	1.04
NC_025977.4_RaGOO	14525000	45317211	1	1	0.0000	34	34	0.90	0.94
NC_025977.4_RaGOO	14550000	45317211	0	1	0.0000	37	33	0.97	0.91
NC_025977.4_RaGOO	14575000	45317211	0	0	0.0000	38	36	1.00	0.99
NC_025977.4_RaGOO	14600000	45317211	0	1	0.0000	35	35	0.93	0.95
NC_025977.4_RaGOO	14625000	45317211	0	1	0.0000	39	37	1.04	1.02
NC_025977.4_RaGOO	14650000	45317211	0	0	0.0000	42	38	1.11	1.05
NC_025977.4_RaGOO	14675000	45317211	2	2	0.0000	38	38	1.01	1.04
NC_025977.4_RaGOO	14700000	45317211	0	1	0.0000	38	35	0.99	0.96
NC_025977.4_RaGOO	14725000	45317211	0	0	0.0000	32	31	0.86	0.84
NC_025977.4_RaGOO	14750000	45317211	0	0	0.0000	35	35	0.92	0.95
NC_025977.4_RaGOO	14775000	45317211	0	2	0.0000	38	38	1.01	1.04
NC_025977.4_RaGOO	14800000	45317211	0	1	0.0000	36	33	0.94	0.91
NC_025977.4_RaGOO	14825000	45317211	0	0	0.0000	38	38	1.00	1.03
NC_025977.4_RaGOO	14850000	45317211	0	0	0.0000	39	38	1.03	1.04
NC_025977.4_RaGOO	14875000	45317211	1	0	0.0000	36	34	0.96	0.93
NC_025977.4_RaGOO	14900000	45317211	0	0	0.0000	37	36	0.98	0.99
NC_025977.4_RaGOO	14925000	45317211	0	0	0.0000	35	33	0.92	0.90
NC_025977.4_RaGOO	14950000	45317211	0	0	0.0000	40	38	1.07	1.04
NC_025977.4_RaGOO	14975000	45317211	2	0	0.0000	37	36	0.99	0.98
NC_025977.4_RaGOO	15000000	45317211	0	0	0.0000	38	36	1.00	1.00
NC_025977.4_RaGOO	15025000	45317211	0	2	0.0000	37	34	0.96	0.94
NC_025977.4_RaGOO	15050000	45317211	2	0	0.0000	39	38	1.03	1.05
NC_025977.4_RaGOO	15075000	45317211	0	0	0.0000	44	44	1.17	1.19
NC_025977.4_RaGOO	15100000	45317211	0	0	0.0000	38	36	0.99	0.97
NC_025977.4_RaGOO	15125000	45317211	0	1	0.0000	34	31	0.90	0.85
NC_025977.4_RaGOO	15150000	45317211	0	0	0.0000	38	36	0.99	0.98
NC_025977.4_RaGOO	15175000	45317211	0	0	0.0000	28	28	0.75	0.77
NC_025977.4_RaGOO	15200000	45317211	0	1	0.0000	34	34	0.91	0.93
NC_025977.4_RaGOO	15225000	45317211	0	1	0.0000	38	37	1.00	1.00
NC_025977.4_RaGOO	15250000	45317211	0	0	0.0000	39	40	1.03	1.09
NC_025977.4_RaGOO	15275000	45317211	0	0	0.0000	48	47	1.26	1.28
NC_025977.4_RaGOO	15300000	45317211	0	0	0.0000	38	34	1.01	0.94
NC_025977.4_RaGOO	15325000	45317211	0	0	0.0000	36	32	0.95	0.89
NC_025977.4_RaGOO	15350000	45317211	1	0	0.0000	38	37	1.00	1.01
NC_025977.4_RaGOO	15375000	45317211	0	0	0.0000	37	35	0.98	0.97
